time,neck,shoulder_l,shoulder_r,elbow_l,elbow_r,hip_l,hip_r,knee_l,knee_r
7.568797,"(-0.050146, 0.998147, -0.034479)","(0.846778, -0.137209, 0.513946)","(0.617106, -0.384762, -0.686396)","(0.842383, 0.492294, -0.219176)","(0.848056, 0.133366, 0.51285)","(-0.500225, -0.650337, 0.571696)","(0.185264, -0.89306, 0.410026)","(0.496627, -0.768719, -0.403029)","(-0.19523, -0.802881, -0.563264)"
7.607593,"(-0.077391, 0.996481, -0.032184)","(0.878491, -0.196603, 0.435432)","(0.642432, -0.472906, -0.603026)","(0.876838, 0.425278, -0.224262)","(0.823838, 0.088248, 0.559914)","(-0.444637, -0.698053, 0.561267)","(0.162382, -0.900817, 0.402692)","(0.418154, -0.77362, -0.476088)","(-0.170186, -0.834233, -0.524493)"
7.642841,"(-0.101086, 0.994877, -0.000891)","(0.887225, -0.26236, 0.379472)","(0.654335, -0.550611, -0.518337)","(0.914371, 0.353311, -0.19773)","(0.800996, 0.013234, 0.598524)","(-0.37877, -0.745224, 0.548794)","(0.127932, -0.912709, 0.388067)","(0.314704, -0.788458, -0.528484)","(-0.127917, -0.868527, -0.478851)"
7.67792,"(-0.123101, 0.991277, 0.04707)","(0.867466, -0.335049, 0.367757)","(0.660753, -0.612571, -0.433777)","(0.948894, 0.279654, -0.146266)","(0.769796, -0.0798, 0.633283)","(-0.309039, -0.790304, 0.52907)","(0.093789, -0.925745, 0.366332)","(0.19844, -0.807593, -0.555351)","(-0.08257, -0.900341, -0.42728)"
7.713586,"(-0.143559, 0.985112, 0.094582)","(0.819844, -0.407126, 0.402622)","(0.670494, -0.652826, -0.3525)","(0.97456, 0.212017, -0.072677)","(0.722532, -0.174331, 0.668997)","(-0.2464, -0.830441, 0.499655)","(0.068335, -0.935885, 0.345614)","(0.079245, -0.824439, -0.560375)","(-0.042528, -0.923926, -0.3802)"
7.748802,"(-0.161795, 0.977806, 0.133111)","(0.745402, -0.473033, 0.469697)","(0.687216, -0.671123, -0.27808)","(0.98704, 0.160146, 0.010219)","(0.661021, -0.249388, 0.707713)","(-0.20033, -0.864641, 0.460721)","(0.055043, -0.939438, 0.338271)","(-0.029601, -0.832326, -0.553495)","(-0.010818, -0.935716, -0.352588)"
7.770278,"(-0.170056, 0.974096, 0.149059)","(0.697086, -0.505675, 0.508295)","(0.697457, -0.674034, -0.243376)","(0.988385, 0.143508, 0.050005)","(0.627043, -0.274941, 0.728852)","(-0.181765, -0.87753, 0.443737)","(0.051624, -0.938229, 0.342141)","(-0.069163, -0.832508, -0.54968)","(0.001529, -0.937769, -0.347256)"
7.805984,"(-0.186583, 0.966138, 0.178222)","(0.556431, -0.58378, 0.591258)","(0.722209, -0.670151, -0.171207)","(0.98303, 0.13546, 0.1237)","(0.548408, -0.295987, 0.782075)","(-0.138663, -0.893004, 0.428155)","(0.041882, -0.927318, 0.371925)","(-0.129943, -0.825838, -0.548731)","(0.029645, -0.934122, -0.355722)"
7.841499,"(-0.19908, 0.959711, 0.198297)","(0.388905, -0.661514, 0.641212)","(0.74426, -0.658264, -0.112983)","(0.972076, 0.16654, 0.165325)","(0.477943, -0.266727, 0.836915)","(-0.093016, -0.897079, 0.431969)","(0.024293, -0.908997, 0.416095)","(-0.174458, -0.809939, -0.559967)","(0.064729, -0.919791, -0.387034)"
7.876713,"(-0.209251, 0.954217, 0.213738)","(0.189008, -0.741297, 0.644015)","(0.764838, -0.641587, -0.058214)","(0.953889, 0.22497, 0.198706)","(0.407297, -0.195654, 0.892092)","(-0.043732, -0.894587, 0.44475)","(-0.000167, -0.884654, 0.466249)","(-0.217015, -0.787209, -0.577241)","(0.11214, -0.896072, -0.42951)"
7.912228,"(-0.217036, 0.949789, 0.22538)","(-0.023105, -0.812594, 0.582372)","(0.774688, -0.632298, 0.007661)","(0.919556, 0.286628, 0.268814)","(0.325158, -0.08324, 0.941989)","(0.00374, -0.888881, 0.458123)","(-0.026929, -0.860343, 0.509004)","(-0.255336, -0.763931, -0.592632)","(0.163115, -0.867339, -0.470231)"
7.947712,"(-0.222507, 0.946436, 0.233988)","(-0.225784, -0.874258, 0.42976)","(0.761317, -0.642435, 0.087599)","(0.854759, 0.331387, 0.399462)","(0.237393, 0.064289, 0.969284)","(0.04439, -0.883332, 0.466642)","(-0.046424, -0.840909, 0.539181)","(-0.283532, -0.7475, -0.600711)","(0.207119, -0.839883, -0.501696)"
7.98316,"(-0.225746, 0.944119, 0.240161)","(-0.395054, -0.900185, 0.1833)","(0.712333, -0.683967, 0.157384)","(0.737974, 0.313423, 0.597629)","(0.157144, 0.242885, 0.957242)","(0.076525, -0.880239, 0.46832)","(-0.051078, -0.829274, 0.556502)","(-0.295039, -0.74251, -0.601357)","(0.240804, -0.818869, -0.521025)"
8.000833,"(-0.226406, 0.943387, 0.242406)","(-0.455075, -0.889576, 0.039513)","(0.671143, -0.712024, 0.20637)","(0.650508, 0.261432, 0.713087)","(0.120903, 0.331702, 0.935605)","(0.09066, -0.878867, 0.468374)","(-0.045412, -0.826879, 0.560543)","(-0.290192, -0.744059, -0.601801)","(0.255569, -0.811611, -0.525331)"
8.036004,"(-0.226284, 0.942627, 0.24546)","(-0.509425, -0.826228, -0.240487)","(0.566283, -0.762268, 0.313483)","(0.417108, 0.099756, 0.903366)","(0.061544, 0.482781, 0.873576)","(0.113631, -0.878232, 0.464539)","(-0.026185, -0.826328, 0.56258)","(-0.268898, -0.754381, -0.598836)","(0.279755, -0.802523, -0.526966)"
8.071314,"(-0.224033, 0.942796, 0.24687)","(-0.482584, -0.745966, -0.458964)","(0.450489, -0.792297, 0.411491)","(0.138451, -0.101722, 0.985131)","(-0.007149, 0.572965, 0.819549)","(0.125961, -0.883981, 0.450235)","(-0.010799, -0.82553, 0.564255)","(-0.23496, -0.776307, -0.584929)","(0.284052, -0.797549, -0.532194)"
8.106829,"(-0.219427, 0.943913, 0.246737)","(-0.422966, -0.684498, -0.593769)","(0.345407, -0.803899, 0.484191)","(-0.121246, -0.310019, 0.942968)","(-0.110668, 0.598672, 0.793312)","(0.125004, -0.89774, 0.422419)","(-0.001038, -0.825887, 0.563835)","(-0.189561, -0.808159, -0.557625)","(0.265348, -0.799606, -0.538721)"
8.142282,"(-0.212493, 0.945953, 0.244991)","(-0.370246, -0.644642, -0.668846)","(0.253064, -0.80125, 0.542178)","(-0.327253, -0.481692, 0.812944)","(-0.24444, 0.583739, 0.774273)","(0.113782, -0.917258, 0.381695)","(0.009488, -0.828455, 0.559975)","(-0.135509, -0.84507, -0.517198)","(0.234902, -0.810397, -0.536729)"
8.177547,"(-0.203264, 0.948901, 0.241395)","(-0.331281, -0.60668, -0.722628)","(0.161229, -0.782038, 0.602015)","(-0.481975, -0.576466, 0.659839)","(-0.384714, 0.558872, 0.734614)","(0.098791, -0.938307, 0.33139)","(0.021226, -0.829652, 0.557878)","(-0.079464, -0.880349, -0.467623)","(0.18792, -0.824771, -0.533329)"
8.213084,"(-0.191814, 0.952713, 0.23568)","(-0.298634, -0.55238, -0.778264)","(0.062644, -0.743444, 0.665858)","(-0.606943, -0.592527, 0.529653)","(-0.514212, 0.541446, 0.665149)","(0.085448, -0.955801, 0.281325)","(0.036357, -0.822839, 0.567111)","(-0.027673, -0.907772, -0.41855)","(0.127041, -0.839448, -0.528383)"
8.248224,"(-0.177908, 0.957436, 0.227302)","(-0.267361, -0.479454, -0.835848)","(-0.050079, -0.686118, 0.725765)","(-0.719615, -0.541958, 0.434092)","(-0.622485, 0.536006, 0.570272)","(0.077231, -0.967096, 0.242406)","(0.059845, -0.806085, 0.588766)","(0.016801, -0.924039, -0.38193)","(0.055212, -0.850411, -0.523215)"
8.283706,"(-0.161993, 0.962866, 0.215981)","(-0.24725, -0.404701, -0.880389)","(-0.170346, -0.611379, 0.772786)","(-0.813964, -0.446912, 0.371124)","(-0.703223, 0.541105, 0.461175)","(0.066475, -0.971016, 0.229587)","(0.09604, -0.786352, 0.610268)","(0.043332, -0.926143, -0.374676)","(-0.015998, -0.853168, -0.521391)"
8.301234,"(-0.15319, 0.965854, 0.208945)","(-0.246191, -0.370864, -0.895461)","(-0.234686, -0.569074, 0.788084)","(-0.851449, -0.390559, 0.349999)","(-0.73324, 0.546573, 0.404496)","(0.055162, -0.970365, 0.235266)","(0.122155, -0.774901, 0.620167)","(0.053624, -0.922, -0.383458)","(-0.056239, -0.851478, -0.521366)"
8.336622,"(-0.134178, 0.972232, 0.191732)","(-0.266647, -0.314205, -0.911139)","(-0.365627, -0.476412, 0.799592)","(-0.902619, -0.276676, 0.329741)","(-0.777978, 0.557578, 0.28958)","(0.018115, -0.964616, 0.263035)","(0.192701, -0.745971, 0.63749)","(0.084919, -0.903164, -0.420812)","(-0.152851, -0.842224, -0.517005)"
8.37181,"(-0.113457, 0.978976, 0.169512)","(-0.313641, -0.273956, -0.909163)","(-0.497461, -0.374003, 0.782723)","(-0.924594, -0.177459, 0.337098)","(-0.803125, 0.568245, 0.17913)","(-0.044264, -0.95515, 0.292796)","(0.283346, -0.711377, 0.643162)","(0.143685, -0.872346, -0.467298)","(-0.269594, -0.825123, -0.496478)"
8.407146,"(-0.090962, 0.985879, 0.140599)","(-0.373332, -0.243452, -0.895184)","(-0.619806, -0.263681, 0.73913)","(-0.928688, -0.084189, 0.361179)","(-0.818011, 0.568433, 0.087985)","(-0.132163, -0.944352, 0.301218)","(0.37821, -0.677525, 0.630807)","(0.229538, -0.834868, -0.500307)","(-0.387092, -0.801607, -0.455616)"
8.442665,"(-0.067139, 0.992367, 0.103445)","(-0.433672, -0.229784, -0.871279)","(-0.719455, -0.161548, 0.675491)","(-0.920325, 0.002577, 0.391145)","(-0.831736, 0.554683, 0.023278)","(-0.223442, -0.933647, 0.279958)","(0.456844, -0.648263, 0.609138)","(0.318251, -0.801042, -0.507)","(-0.480851, -0.779643, -0.401171)"
8.478074,"(-0.04239, 0.997475, 0.056982)","(-0.490894, -0.241228, -0.837157)","(-0.792354, -0.089125, 0.603517)","(-0.901694, 0.075456, 0.42574)","(-0.849225, 0.527447, -0.024818)","(-0.292582, -0.924178, 0.245543)","(0.507733, -0.626664, 0.591185)","(0.381125, -0.779175, -0.497624)","(-0.543384, -0.765571, -0.344433)"
8.517322,"(-0.01426, 0.999898, -0.000142)","(-0.543351, -0.28861, -0.788336)","(-0.846409, -0.054865, 0.5297)","(-0.873286, 0.128487, 0.469961)","(-0.869731, 0.488289, -0.071709)","(-0.332363, -0.917113, 0.220088)","(0.530802, -0.614215, 0.583942)","(0.405593, -0.771935, -0.4895)","(-0.581313, -0.761155, -0.28761)"
8.535349,"(-0.001304, 0.99975, -0.02232)","(-0.562214, -0.320381, -0.762411)","(-0.863776, -0.05636, 0.500715)","(-0.858671, 0.141079, 0.492727)","(-0.878216, 0.468994, -0.093707)","(-0.333841, -0.916447, 0.220626)","(0.526262, -0.624348, 0.577268)","(0.408128, -0.775506, -0.481688)","(-0.574344, -0.75624, -0.313417)"
8.571078,"(0.024309, 0.998585, -0.047303)","(-0.588035, -0.398454, -0.703882)","(-0.886938, -0.089905, 0.453054)","(-0.829128, 0.138455, 0.541643)","(-0.891674, 0.430919, -0.138661)","(-0.312966, -0.919795, 0.236706)","(0.497388, -0.656911, 0.566634)","(0.388317, -0.792711, -0.469914)","(-0.53024, -0.75341, -0.38887)"
8.606471,"(0.049302, 0.997849, -0.043198)","(-0.597873, -0.487635, -0.636208)","(-0.897957, -0.162883, 0.408831)","(-0.798984, 0.094336, 0.593907)","(-0.899091, 0.39677, -0.184957)","(-0.264179, -0.928476, 0.261041)","(0.445055, -0.695885, 0.563622)","(0.333125, -0.821377, -0.462998)","(-0.450962, -0.764214, -0.461097)"
8.641976,"(0.073043, 0.997281, -0.009801)","(-0.595442, -0.572827, -0.56331)","(-0.885854, -0.264451, 0.381221)","(-0.763767, 0.0159, 0.645297)","(-0.903866, 0.369518, -0.2156)","(-0.196246, -0.940062, 0.278874)","(0.372502, -0.739755, 0.560361)","(0.254284, -0.856952, -0.4483)","(-0.33616, -0.783207, -0.523053)"
8.677661,"(0.095555, 0.994513, 0.042574)","(-0.587443, -0.643327, -0.49096)","(-0.832373, -0.383411, 0.400189)","(-0.712272, -0.084978, 0.696741)","(-0.914105, 0.346023, -0.211376)","(-0.12779, -0.951674, 0.27926)","(0.291475, -0.786058, 0.545119)","(0.17164, -0.892391, -0.417347)","(-0.193852, -0.803365, -0.56305)"
8.713158,"(0.116174, 0.988793, 0.093762)","(-0.584994, -0.691354, -0.424042)","(-0.732485, -0.499056, 0.463044)","(-0.634236, -0.186693, 0.75026)","(-0.931259, 0.322219, -0.170092)","(-0.077109, -0.96002, 0.269104)","(0.220554, -0.829027, 0.513878)","(0.104626, -0.919447, -0.379039)","(-0.055791, -0.818765, -0.571411)"
8.768396,"(0.134788, 0.981535, 0.135724)","(-0.594759, -0.717645, -0.362281)","(-0.587429, -0.594495, 0.549093)","(-0.525943, -0.268971, 0.80687)","(-0.951526, 0.290882, -0.099932)","(-0.049136, -0.962401, 0.26715)","(0.172153, -0.862355, 0.476138)","(0.057682, -0.934245, -0.351935)","(0.063877, -0.829828, -0.554351)"
8.783298,"(0.151858, 0.973717, 0.169747)","(-0.613026, -0.73108, -0.299535)","(-0.395713, -0.669549, 0.628583)","(-0.390774, -0.311854, 0.86605)","(-0.967772, 0.251785, -0.004695)","(-0.034235, -0.957125, 0.287646)","(0.139362, -0.88243, 0.449328)","(0.027633, -0.936031, -0.350831)","(0.148395, -0.831573, -0.535225)"
8.800033,"(0.157974, 0.970718, 0.180973)","(-0.620431, -0.734652, -0.274503)","(-0.310535, -0.692742, 0.650904)","(-0.33374, -0.312486, 0.889365)","(-0.971054, 0.236005, 0.036829)","(-0.027899, -0.952506, 0.30324)","(0.125984, -0.885768, 0.446702)","(0.016857, -0.933019, -0.359432)","(0.173625, -0.829137, -0.5314)"
8.83576,"(0.170621, 0.96423, 0.20285)","(-0.634629, -0.742253, -0.21519)","(-0.104539, -0.738648, 0.665936)","(-0.199063, -0.273967, 0.940912)","(-0.96946, 0.205671, 0.133596)","(-0.010403, -0.936518, 0.350465)","(0.091483, -0.887475, 0.451684)","(-0.013531, -0.918033, -0.396273)","(0.221037, -0.816943, -0.53268)"
8.8707,"(0.181181, 0.958516, 0.220047)","(-0.64076, -0.753074, -0.149355)","(0.111338, -0.76642, 0.632617)","(-0.064235, -0.177283, 0.982062)","(-0.954759, 0.183462, 0.234046)","(0.010706, -0.913824, 0.40597)","(0.051907, -0.883013, 0.466469)","(-0.059454, -0.893346, -0.445418)","(0.260641, -0.797196, -0.54456)"
8.906363,"(0.189404, 0.953815, 0.23316)","(-0.635241, -0.770183, -0.057337)","(0.300054, -0.788105, 0.537456)","(0.067498, -0.030199, 0.997262)","(-0.91918, 0.169654, 0.355423)","(0.031152, -0.888191, 0.458416)","(0.010452, -0.874267, 0.485333)","(-0.116987, -0.864148, -0.489451)","(0.294414, -0.775679, -0.558249)"
8.942141,"(0.195397, 0.950115, 0.243107)","(-0.606658, -0.79187, 0.070054)","(0.443235, -0.811057, 0.381745)","(0.18671, 0.149721, 0.970939)","(-0.846344, 0.162792, 0.50715)","(0.045563, -0.865818, 0.498281)","(-0.029515, -0.86549, 0.500057)","(-0.176197, -0.835171, -0.521003)","(0.319311, -0.759128, -0.567243)"
9.236222,"(0.197519, 0.948666, 0.247019)","(-0.579695, -0.803731, 0.134051)","(0.481141, -0.832903, 0.273454)","(0.23649, 0.243493, 0.94063)","(-0.789824, 0.160504, 0.59196)","(0.04809, -0.857621, 0.512028)","(-0.04802, -0.862144, 0.504382)","(-0.203301, -0.822642, -0.53097)","(0.326481, -0.754904, -0.568798)"
9.369946,"(0.148696, 0.959781, 0.238139)","(0.195223, -0.63416, 0.748151)","(0.24783, -0.467884, -0.848331)","(0.729398, 0.543736, 0.415126)","(0.720292, -0.528459, 0.449345)","(-0.17671, -0.850339, 0.495678)","(-0.126684, -0.945481, 0.300027)","(0.098516, -0.86159, -0.497953)","(0.078108, -0.931036, -0.356471)"
9.39197,"(0.076279, 0.982387, 0.170582)","(0.539955, -0.324748, 0.776523)","(0.352136, -0.273296, -0.895159)","(0.794496, 0.595478, 0.119084)","(0.929565, -0.152794, 0.335505)","(-0.373509, -0.730276, 0.572004)","(-0.042616, -0.918983, 0.391988)","(0.37703, -0.809832, -0.449467)","(-0.000164, -0.87254, -0.488543)"
9.403421,"(0.061958, 0.986502, 0.151577)","(0.593518, -0.265321, 0.75983)","(0.38759, -0.254677, -0.885954)","(0.796124, 0.600957, 0.070972)","(0.931394, -0.093552, 0.351787)","(-0.41507, -0.703065, 0.577422)","(-0.002676, -0.9108, 0.41284)","(0.424034, -0.79722, -0.429692)","(-0.034299, -0.850588, -0.524712)"
9.423815,"(0.054346, 0.988606, 0.140374)","(0.619641, -0.236802, 0.748312)","(0.406386, -0.247731, -0.879477)","(0.796817, 0.602497, 0.04561)","(0.930373, -0.063952, 0.360993)","(-0.43521, -0.689483, 0.578969)","(0.019856, -0.907152, 0.420334)","(0.445932, -0.79158, -0.417786)","(-0.054002, -0.839488, -0.540688)"
9.440177,"(0.040418, 0.992174, 0.118144)","(0.66336, -0.190731, 0.723585)","(0.44148, -0.23995, -0.864592)","(0.797997, 0.602661, -0.000651)","(0.925517, -0.012558, 0.378497)","(-0.468058, -0.666282, 0.580509)","(0.062427, -0.901616, 0.428009)","(0.480505, -0.783285, -0.394435)","(-0.091683, -0.82042, -0.564362)"
9.457372,"(0.029042, 0.994764, 0.097985)","(0.695168, -0.16092, 0.700604)","(0.467858, -0.241833, -0.850074)","(0.800347, 0.598342, -0.037842)","(0.91943, 0.02286, 0.39259)","(-0.490311, -0.649622, 0.581022)","(0.094791, -0.898281, 0.429077)","(0.502772, -0.778822, -0.375042)","(-0.119686, -0.80743, -0.577696)"
9.474664,"(0.01686, 0.997082, 0.074455)","(0.725968, -0.136372, 0.674072)","(0.49696, -0.248006, -0.831579)","(0.802903, 0.591217, -0.07622)","(0.91059, 0.058494, 0.409151)","(-0.509328, -0.634105, 0.581804)","(0.126138, -0.895619, 0.426564)","(0.520855, -0.776365, -0.354918)","(-0.145543, -0.796262, -0.587184)"
9.491838,"(0.004491, 0.998764, 0.049496)","(0.754072, -0.119748, 0.645784)","(0.524855, -0.260116, -0.810473)","(0.806623, 0.580307, -0.112264)","(0.899956, 0.088895, 0.426823)","(-0.524104, -0.620237, 0.583628)","(0.151902, -0.894099, 0.421322)","(0.534398, -0.776953, -0.332811)","(-0.164012, -0.788129, -0.593256)"
9.509727,"(-0.007888, 0.999694, 0.023465)","(0.779364, -0.111483, 0.616574)","(0.550065, -0.28031, -0.786673)","(0.811647, 0.565674, -0.145744)","(0.888509, 0.11205, 0.444967)","(-0.534216, -0.608465, 0.586842)","(0.171328, -0.893737, 0.414585)","(0.543583, -0.78043, -0.308944)","(-0.174004, -0.783123, -0.597027)"
9.52744,"(-0.020823, 0.999783, -0.000295)","(0.80316, -0.111012, 0.585329)","(0.574233, -0.305953, -0.759374)","(0.818573, 0.546985, -0.175345)","(0.875966, 0.128989, 0.464808)","(-0.533589, -0.610607, 0.585186)","(0.183429, -0.892896, 0.411207)","(0.54077, -0.778639, -0.318259)","(-0.18472, -0.783915, -0.592752)"
9.544878,"(-0.033568, 0.999235, -0.020088)","(0.824226, -0.118625, 0.553696)","(0.595172, -0.336961, -0.72954)","(0.827284, 0.525159, -0.199524)","(0.863347, 0.137712, 0.485456)","(-0.522156, -0.626711, 0.578434)","(0.187605, -0.891846, 0.4116)","(0.525038, -0.772192, -0.357848)","(-0.194554, -0.790293, -0.581021)"
9.562636,"(-0.046056, 0.998424, -0.03208)","(0.841742, -0.131774, 0.523552)","(0.612238, -0.372251, -0.697563)","(0.838238, 0.500916, -0.215498)","(0.851847, 0.135947, 0.505841)","(-0.506485, -0.644083, 0.573262)","(0.186699, -0.892494, 0.410607)","(0.504557, -0.769174, -0.392165)","(-0.196274, -0.799284, -0.567998)"
9.580217,"(-0.058606, 0.997589, -0.03718)","(0.857664, -0.153023, 0.490913)","(0.626127, -0.411667, -0.66219)","(0.851744, 0.473205, -0.224963)","(0.840462, 0.124582, 0.527355)","(-0.485551, -0.664073, 0.568548)","(0.180639, -0.894722, 0.408463)","(0.477403, -0.768739, -0.425591)","(-0.190819, -0.811255, -0.552679)"
9.597609,"(-0.070871, 0.996846, -0.035708)","(0.872232, -0.180799, 0.454447)","(0.63758, -0.451178, -0.624444)","(0.867465, 0.442853, -0.226685)","(0.829748, 0.103613, 0.548437)","(-0.460202, -0.685641, 0.564013)","(0.169936, -0.898303, 0.405183)","(0.441236, -0.77128, -0.458735)","(-0.178996, -0.82559, -0.535128)"
9.615294,"(-0.082774, 0.996182, -0.027763)","(0.882445, -0.210468, 0.420706)","(0.645985, -0.490701, -0.584736)","(0.884901, 0.410096, -0.220844)","(0.818866, 0.073974, 0.569198)","(-0.430961, -0.708466, 0.558882)","(0.155544, -0.903106, 0.400256)","(0.397424, -0.776101, -0.489613)","(-0.162008, -0.841619, -0.515201)"
9.633315,"(-0.094625, 0.995438, -0.012254)","(0.887036, -0.243, 0.392578)","(0.652064, -0.529672, -0.542457)","(0.903731, 0.374306, -0.207763)","(0.807779, 0.036911, 0.588328)","(-0.398156, -0.731947, 0.552924)","(0.138308, -0.909009, 0.393158)","(0.345967, -0.783547, -0.516102)","(-0.140919, -0.858759, -0.492621)"
9.650785,"(-0.106333, 0.994289, 0.009099)","(0.885469, -0.278591, 0.371931)","(0.656074, -0.566646, -0.498477)","(0.922862, 0.336036, -0.188166)","(0.794685, -0.007057, 0.606981)","(-0.362657, -0.755963, 0.544977)","(0.119681, -0.915718, 0.383585)","(0.288408, -0.792633, -0.537171)","(-0.117294, -0.87628, -0.467306)"
9.668214,"(-0.117313, 0.99254, 0.033198)","(0.875667, -0.314935, 0.366092)","(0.659188, -0.597681, -0.456343)","(0.940202, 0.299291, -0.162622)","(0.779473, -0.053537, 0.624144)","(-0.327732, -0.778451, 0.535356)","(0.102537, -0.922266, 0.372709)","(0.230514, -0.802287, -0.550635)","(-0.09462, -0.892257, -0.441502)"
9.685843,"(-0.127811, 0.990094, 0.058117)","(0.859324, -0.351394, 0.371597)","(0.662387, -0.623544, -0.415255)","(0.955524, 0.263835, -0.131775)","(0.760612, -0.101265, 0.641261)","(-0.294102, -0.799785, 0.523305)","(0.087228, -0.928365, 0.361288)","(0.171837, -0.811689, -0.558241)","(-0.073039, -0.906432, -0.415989)"
9.703769,"(-0.137977, 0.987053, 0.081782)","(0.836081, -0.387163, 0.388681)","(0.66714, -0.643732, -0.374878)","(0.968534, 0.229951, -0.095203)","(0.737474, -0.148654, 0.658812)","(-0.262754, -0.819675, 0.509012)","(0.074406, -0.933517, 0.350728)","(0.112457, -0.820298, -0.560771)","(-0.053055, -0.918326, -0.392253)"
9.721509,"(-0.147785, 0.983542, 0.10395)","(0.805869, -0.422244, 0.415074)","(0.673512, -0.658672, -0.335461)","(0.978438, 0.1991, -0.054939)","(0.709901, -0.192915, 0.677366)","(-0.234688, -0.838557, 0.491676)","(0.064408, -0.937299, 0.342524)","(0.054054, -0.827001, -0.559597)","(-0.034859, -0.927532, -0.372115)"
9.739427,"(-0.156981, 0.979866, 0.123366)","(0.768884, -0.455043, 0.449171)","(0.682016, -0.667882, -0.297973)","(0.984958, 0.172326, -0.012715)","(0.678979, -0.231502, 0.696702)","(-0.2116, -0.856018, 0.471655)","(0.057793, -0.93921, 0.338443)","(-0.002168, -0.831199, -0.555972)","(-0.018779, -0.933546, -0.357966)"
9.757207,"(-0.165708, 0.976069, 0.140823)","(0.723923, -0.48833, 0.487308)","(0.691773, -0.673006, -0.261751)","(0.988007, 0.151695, 0.028835)","(0.645455, -0.262205, 0.717382)","(-0.191352, -0.871062, 0.452367)","(0.053153, -0.939134, 0.339414)","(-0.049378, -0.832647, -0.551598)","(-0.00475, -0.936968, -0.349384)"
9.77451,"(-0.173827, 0.972345, 0.15598)","(0.670901, -0.521473, 0.527217)","(0.702749, -0.674172, -0.227235)","(0.988095, 0.137885, 0.068231)","(0.610287, -0.284136, 0.739471)","(-0.173424, -0.882435, 0.437302)","(0.050359, -0.936859, 0.346064)","(-0.084792, -0.831933, -0.548358)","(0.006976, -0.937935, -0.346742)"
9.809448,"(-0.188035, 0.965411, 0.180625)","(0.540292, -0.59181, 0.598202)","(0.724629, -0.669184, -0.164638)","(0.982085, 0.137034, 0.129348)","(0.540753, -0.295132, 0.787708)","(-0.133925, -0.893665, 0.428283)","(0.040438, -0.925702, 0.376086)","(-0.134603, -0.824654, -0.549389)","(0.032793, -0.933149, -0.35799)"
9.844884,"(-0.200141, 0.959151, 0.199935)","(0.371218, -0.669053, 0.643868)","(0.746283, -0.656855, -0.107716)","(0.970747, 0.17109, 0.168461)","(0.471275, -0.261674, 0.842275)","(-0.088481, -0.897145, 0.432784)","(0.022194, -0.906919, 0.420719)","(-0.17861, -0.807998, -0.56146)","(0.068699, -0.917903, -0.390813)"
9.880492,"(-0.21008, 0.953757, 0.214976)","(0.169299, -0.748512, 0.641146)","(0.766406, -0.640184, -0.05279)","(0.951538, 0.231046, 0.202963)","(0.400298, -0.186951, 0.897112)","(-0.039117, -0.894171, 0.446013)","(-0.002651, -0.882331, 0.470622)","(-0.220807, -0.784952, -0.578874)","(0.11693, -0.893517, -0.433537)"
9.91883,"(-0.21771, 0.949391, 0.226406)","(-0.044956, -0.819595, 0.571177)","(0.774547, -0.632331, 0.015311)","(0.91459, 0.292363, 0.279373)","(0.316015, -0.069464, 0.946208)","(0.008348, -0.888254, 0.459277)","(-0.029428, -0.858046, 0.51273)","(-0.258821, -0.761821, -0.593836)","(0.16815, -0.864353, -0.473941)"
9.937864,"(-0.221056, 0.947359, 0.231613)","(-0.1653, -0.857439, 0.487313)","(0.76865, -0.636626, 0.062327)","(0.879162, 0.321477, 0.351748)","(0.264617, 0.015121, 0.964235)","(0.032647, -0.884902, 0.464633)","(-0.041617, -0.846232, 0.531187)","(-0.276234, -0.751597, -0.598996)","(0.194494, -0.847981, -0.493051)"
9.973259,"(-0.22509, 0.944646, 0.238704)","(-0.354374, -0.898979, 0.257404)","(0.729345, -0.670264, 0.137121)","(0.776163, 0.327453, 0.538837)","(0.177576, 0.193005, 0.964995)","(0.068417, -0.880939, 0.468257)","(-0.051569, -0.831629, 0.552932)","(-0.294057, -0.742818, -0.601459)","(0.232374, -0.823863, -0.516964)"
10.00918,"(-0.226551, 0.943134, 0.243254)","(-0.476167, -0.878932, -0.027279)","(0.648997, -0.725145, 0.230147)","(0.603669, 0.230368, 0.763227)","(0.107173, 0.370797, 0.92251)","(0.096696, -0.878293, 0.468243)","(-0.041569, -0.826339, 0.561636)","(-0.286317, -0.745446, -0.601941)","(0.261869, -0.808958, -0.526319)"
